CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.106
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.004
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.13699999999999998
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.135
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.004
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.02
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.058
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.048
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.597
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.11800000000000001
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.152
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.11499999999999999
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.047
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.748
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.28200000000000003
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.116
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.17600000000000002
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.295
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.025
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.11499999999999999
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.332
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.188
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.128
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.244
4811012,Leduc County,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4811012,Leduc County,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4811012,Leduc County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.046
4811012,Leduc County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.058
4811012,Leduc County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.28400000000000003
4811012,Leduc County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.116
4811012,Leduc County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.105
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.058
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.046
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.024
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.133
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.047
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.11900000000000001
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.06999999999999999
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.095
4810058,Lamont County,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.061
4810058,Lamont County,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.193
4810058,Lamont County,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.06
4810058,Lamont County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.22599999999999998
4810058,Lamont County,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.07100000000000001
4810058,Lamont County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4810058,Lamont County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.257
4810058,Lamont County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.322
4810058,Lamont County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.097
4810058,Lamont County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.244
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.018000000000000002
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.031
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.089
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.03
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.186
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.121
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.062
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.106
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.058
4808011,Red Deer,2011,Air Quality (percent high-quality hours),7,Low Quality,0.298
4808011,Red Deer,2013,Air Quality (percent high-quality hours),7,Low Quality,0.098
4808011,Red Deer,2014,Air Quality (percent high-quality hours),7,Low Quality,0.023
4808011,Red Deer,2015,Air Quality (percent high-quality hours),7,Low Quality,0.27399999999999997
4808011,Red Deer,2016,Air Quality (percent high-quality hours),7,Low Quality,0.023
4808011,Red Deer,2017,Air Quality (percent high-quality hours),7,Low Quality,0.091
4808011,Red Deer,2018,Air Quality (percent high-quality hours),7,Low Quality,0.308
4808011,Red Deer,2019,Air Quality (percent high-quality hours),7,Low Quality,0.08
4808011,Red Deer,2020,Air Quality (percent high-quality hours),7,Low Quality,0.011000000000000001
4808011,Red Deer,2021,Air Quality (percent high-quality hours),7,Low Quality,0.377
4808011,Red Deer,2022,Air Quality (percent high-quality hours),7,Low Quality,0.011000000000000001
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),7,Low Quality,0.16
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),7,Low Quality,0.394
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),7,Low Quality,0.07200000000000001
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),7,Low Quality,0.154
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),7,Low Quality,0.038
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),7,Low Quality,0.025
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),7,Low Quality,0.861
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),7,Low Quality,0.259
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),7,Low Quality,0.091
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),7,Low Quality,0.52
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),7,Low Quality,0.303
4811061,Edmonton,2011,Air Quality (percent high-quality hours),7,Low Quality,0.22799999999999998
4811061,Edmonton,2012,Air Quality (percent high-quality hours),7,Low Quality,0.13699999999999998
4811061,Edmonton,2013,Air Quality (percent high-quality hours),7,Low Quality,0.502
4811061,Edmonton,2014,Air Quality (percent high-quality hours),7,Low Quality,0.011000000000000001
4811061,Edmonton,2015,Air Quality (percent high-quality hours),7,Low Quality,0.194
4811061,Edmonton,2016,Air Quality (percent high-quality hours),7,Low Quality,0.10200000000000001
4811061,Edmonton,2017,Air Quality (percent high-quality hours),7,Low Quality,0.091
4811061,Edmonton,2018,Air Quality (percent high-quality hours),7,Low Quality,1.05
4811061,Edmonton,2019,Air Quality (percent high-quality hours),7,Low Quality,0.331
4811061,Edmonton,2020,Air Quality (percent high-quality hours),7,Low Quality,0.056999999999999995
4811061,Edmonton,2021,Air Quality (percent high-quality hours),7,Low Quality,0.765
4811061,Edmonton,2022,Air Quality (percent high-quality hours),7,Low Quality,0.194
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),7,Low Quality,0.016
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),7,Low Quality,0.037
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),7,Low Quality,0.394
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),7,Low Quality,0.41000000000000003
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),7,Low Quality,0.639
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),7,Low Quality,0.048
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),7,Low Quality,0.012
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),7,Low Quality,0.335
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),7,Low Quality,0.025
4802031,Newell County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.22200000000000003
4802031,Newell County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.023
4809010,Caroline,2014,Air Quality (percent high-quality hours),7,Low Quality,0.034999999999999996
4809010,Caroline,2015,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4809010,Caroline,2016,Air Quality (percent high-quality hours),7,Low Quality,0.012
4809010,Caroline,2017,Air Quality (percent high-quality hours),7,Low Quality,0.164
4809010,Caroline,2018,Air Quality (percent high-quality hours),7,Low Quality,0.247
4809010,Caroline,2019,Air Quality (percent high-quality hours),7,Low Quality,0.023
4809010,Caroline,2020,Air Quality (percent high-quality hours),7,Low Quality,0.094
4809010,Caroline,2021,Air Quality (percent high-quality hours),7,Low Quality,0.5700000000000001
4809010,Caroline,2022,Air Quality (percent high-quality hours),7,Low Quality,0.083
4806021,Airdrie,2017,Air Quality (percent high-quality hours),7,Low Quality,0.29
4806021,Airdrie,2018,Air Quality (percent high-quality hours),7,Low Quality,0.315
4806021,Airdrie,2019,Air Quality (percent high-quality hours),7,Low Quality,0.07100000000000001
4806021,Airdrie,2021,Air Quality (percent high-quality hours),7,Low Quality,0.5309999999999999
4806021,Airdrie,2022,Air Quality (percent high-quality hours),7,Low Quality,0.023
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),7,Low Quality,0.013
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),7,Low Quality,0.058
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),7,Low Quality,0.012
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),7,Low Quality,0.541
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),7,Low Quality,0.17700000000000002
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),7,Low Quality,0.302
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),7,Low Quality,0.153
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),7,Low Quality,0.396
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),7,Low Quality,1.052
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),7,Low Quality,0.08499999999999999
4806001,Foothills County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.047
4806016,Calgary,2011,Air Quality (percent high-quality hours),7,Low Quality,0.16
4806016,Calgary,2012,Air Quality (percent high-quality hours),7,Low Quality,0.068
4806016,Calgary,2013,Air Quality (percent high-quality hours),7,Low Quality,0.034
4806016,Calgary,2014,Air Quality (percent high-quality hours),7,Low Quality,0.056999999999999995
4806016,Calgary,2015,Air Quality (percent high-quality hours),7,Low Quality,0.22799999999999998
4806016,Calgary,2016,Air Quality (percent high-quality hours),7,Low Quality,0.08
4806016,Calgary,2017,Air Quality (percent high-quality hours),7,Low Quality,0.22799999999999998
4806016,Calgary,2018,Air Quality (percent high-quality hours),7,Low Quality,0.582
4806016,Calgary,2019,Air Quality (percent high-quality hours),7,Low Quality,0.023
4806016,Calgary,2021,Air Quality (percent high-quality hours),7,Low Quality,0.559
4806016,Calgary,2022,Air Quality (percent high-quality hours),7,Low Quality,0.11399999999999999
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.034999999999999996
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.164
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),7,Low Quality,0.055999999999999994
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),7,Low Quality,0.06999999999999999
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),7,Low Quality,0.441
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),7,Low Quality,0.063
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),7,Low Quality,0.132
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),7,Low Quality,0.211
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),7,Low Quality,0.08099999999999999
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),7,Low Quality,0.012
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),7,Low Quality,0.13899999999999998
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),7,Low Quality,0.479
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),7,Low Quality,0.058
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),7,Low Quality,0.012
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),7,Low Quality,0.23600000000000002
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),7,Low Quality,0.172
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.098
4811032,Brazeau County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.011000000000000001
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.358
4811034,Parkland County,2011,Air Quality (percent high-quality hours),7,Low Quality,0.051000000000000004
4811034,Parkland County,2012,Air Quality (percent high-quality hours),7,Low Quality,0.127
4811034,Parkland County,2015,Air Quality (percent high-quality hours),7,Low Quality,0.06899999999999999
4811034,Parkland County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.034999999999999996
4811034,Parkland County,2018,Air Quality (percent high-quality hours),7,Low Quality,0.6890000000000001
4811034,Parkland County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.104
4811034,Parkland County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.414
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),7,Low Quality,0.358
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),7,Low Quality,0.046
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.06899999999999999
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),7,Low Quality,0.517
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.251
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.034
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.32
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.046
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),7,Low Quality,0.013
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.107
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),7,Low Quality,1.158
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.22300000000000003
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.023
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.383
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.189
4811062,St. Albert,2017,Air Quality (percent high-quality hours),7,Low Quality,0.058
4811062,St. Albert,2018,Air Quality (percent high-quality hours),7,Low Quality,0.822
4811062,St. Albert,2019,Air Quality (percent high-quality hours),7,Low Quality,0.407
4811062,St. Albert,2020,Air Quality (percent high-quality hours),7,Low Quality,0.024
4811062,St. Albert,2021,Air Quality (percent high-quality hours),7,Low Quality,0.14200000000000002
4811062,St. Albert,2022,Air Quality (percent high-quality hours),7,Low Quality,0.012
4815023,Canmore,2021,Air Quality (percent high-quality hours),7,Low Quality,1.8030000000000002
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),7,Low Quality,0.063
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),7,Low Quality,0.132
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),7,Low Quality,0.242
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),7,Low Quality,0.066
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),7,Low Quality,0.012
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),7,Low Quality,0.13899999999999998
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),7,Low Quality,0.415
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),7,Low Quality,0.053
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),7,Low Quality,0.006
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),7,Low Quality,0.20600000000000002
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),7,Low Quality,0.10200000000000001
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),7,Low Quality,0.107
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),7,Low Quality,0.149
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),7,Low Quality,0.134
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),7,Low Quality,0.156
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),7,Low Quality,0.6839999999999999
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),7,Low Quality,0.012
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),7,Low Quality,0.49
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),7,Low Quality,0.084
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),7,Low Quality,0.021
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),7,Low Quality,0.318
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),7,Low Quality,0.034999999999999996
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),7,Low Quality,0.024
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),7,Low Quality,0.051000000000000004
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),7,Low Quality,0.027999999999999997
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),7,Low Quality,0.11
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),7,Low Quality,0.203
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),7,Low Quality,0.066
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),7,Low Quality,0.466
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),7,Low Quality,0.013
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),7,Low Quality,0.203
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),7,Low Quality,0.199
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),7,Low Quality,0.34199999999999997
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),7,Low Quality,0.086
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),7,Low Quality,0.106
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),7,Low Quality,0.248
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),7,Low Quality,0.35000000000000003
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),7,Low Quality,0.325
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),7,Low Quality,0.043
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),7,Low Quality,0.373
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),7,Low Quality,0.168
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),7,Low Quality,0.024
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),7,Low Quality,0.193
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),7,Low Quality,0.146
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),7,Low Quality,0.117
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),7,Low Quality,0.181
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),7,Low Quality,0.187
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),7,Low Quality,0.047
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),7,Low Quality,0.152
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),7,Low Quality,0.051000000000000004
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),7,Low Quality,0.07100000000000001
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),7,Low Quality,0.83
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),7,Low Quality,0.294
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),7,Low Quality,0.023
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),7,Low Quality,0.39899999999999997
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),7,Low Quality,0.11800000000000001
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),7,Low Quality,0.062
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),7,Low Quality,0.077
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),7,Low Quality,0.047
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),7,Low Quality,0.605
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),7,Low Quality,0.129
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),7,Low Quality,0.525
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),7,Low Quality,0.186
4811012,Leduc County,2011,Air Quality (percent high-quality hours),7,Low Quality,0.047
4811012,Leduc County,2012,Air Quality (percent high-quality hours),7,Low Quality,0.08099999999999999
4811012,Leduc County,2015,Air Quality (percent high-quality hours),7,Low Quality,0.116
4811012,Leduc County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.174
4811012,Leduc County,2018,Air Quality (percent high-quality hours),7,Low Quality,0.828
4811012,Leduc County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.185
4811012,Leduc County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.012
4811012,Leduc County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.27899999999999997
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),7,Low Quality,0.117
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),7,Low Quality,0.023
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),7,Low Quality,0.047
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),7,Low Quality,0.27999999999999997
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),7,Low Quality,0.036000000000000004
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),7,Low Quality,0.012
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),7,Low Quality,0.163
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),7,Low Quality,0.629
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),7,Low Quality,0.023
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),7,Low Quality,0.034999999999999996
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),7,Low Quality,0.083
4810058,Lamont County,2011,Air Quality (percent high-quality hours),7,Low Quality,0.076
4810058,Lamont County,2012,Air Quality (percent high-quality hours),7,Low Quality,0.026
4810058,Lamont County,2013,Air Quality (percent high-quality hours),7,Low Quality,0.012
4810058,Lamont County,2014,Air Quality (percent high-quality hours),7,Low Quality,0.083
4810058,Lamont County,2015,Air Quality (percent high-quality hours),7,Low Quality,0.155
4810058,Lamont County,2016,Air Quality (percent high-quality hours),7,Low Quality,0.189
4810058,Lamont County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.06999999999999999
4810058,Lamont County,2018,Air Quality (percent high-quality hours),7,Low Quality,0.83
4810058,Lamont County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.044000000000000004
4810058,Lamont County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.247
4810058,Lamont County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.07200000000000001
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),7,Low Quality,0.04
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),7,Low Quality,0.089
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),7,Low Quality,0.12
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),7,Low Quality,0.048
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),7,Low Quality,0.42700000000000005
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),7,Low Quality,0.569
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),7,Low Quality,0.101
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),7,Low Quality,0.255
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),7,Low Quality,0.061
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),7,Low Quality,0.108
4808011,Red Deer,2011,Air Quality (percent high-quality hours),8,Low Quality,0.024
4808011,Red Deer,2013,Air Quality (percent high-quality hours),8,Low Quality,0.037
4808011,Red Deer,2015,Air Quality (percent high-quality hours),8,Low Quality,0.046
4808011,Red Deer,2017,Air Quality (percent high-quality hours),8,Low Quality,0.011000000000000001
4808011,Red Deer,2018,Air Quality (percent high-quality hours),8,Low Quality,0.194
4808011,Red Deer,2019,Air Quality (percent high-quality hours),8,Low Quality,0.023
4808011,Red Deer,2021,Air Quality (percent high-quality hours),8,Low Quality,0.16
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),8,Low Quality,0.037
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),8,Low Quality,0.07200000000000001
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),8,Low Quality,0.024
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),8,Low Quality,0.038
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),8,Low Quality,0.23900000000000002
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),8,Low Quality,0.013
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),8,Low Quality,0.109
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),8,Low Quality,0.036000000000000004
4811061,Edmonton,2011,Air Quality (percent high-quality hours),8,Low Quality,0.308
4811061,Edmonton,2012,Air Quality (percent high-quality hours),8,Low Quality,0.034
4811061,Edmonton,2013,Air Quality (percent high-quality hours),8,Low Quality,0.13699999999999998
4811061,Edmonton,2015,Air Quality (percent high-quality hours),8,Low Quality,0.126
4811061,Edmonton,2016,Air Quality (percent high-quality hours),8,Low Quality,0.034
