longitude_(x),latitude_(y),Date,year,month,day,data_quality,max_temp_(°c),max_temp_flag,min_temp_(°c),min_temp_flag,mean_temp_(°c),mean_temp_flag,heat_deg_days_(°c),heat_deg_days_flag,cool_deg_days_(°c),cool_deg_days_flag,total_rain_(mm),total_rain_flag,total_snow_(cm),total_snow_flag,total_precip_(mm),total_precip_flag,snow_on_grnd_(cm),snow_on_grnd_flag,dir_of_max_gust_(10s_deg),dir_of_max_gust_flag,spd_of_max_gust_(km/h),spd_of_max_gust_flag
-114.01,51.12,2018-11-07,2018,11,7,,-3.8,,-11.0,,-7.4,,25.4,,0.0,,0.0,,0.2,,0.2,,3.0,,,M,,M
-114.01,51.12,2018-11-08,2018,11,8,,-1.0,,-12.6,,-6.8,,24.8,,0.0,,0.0,,0.0,,0.0,,3.0,,,M,,M
-114.01,51.12,2018-11-09,2018,11,9,,8.0,,-11.9,,-2.0,,20.0,,0.0,,0.2,,0.2,,0.4,,2.0,,29.0,,48,
-114.01,51.12,2018-11-10,2018,11,10,,2.5,,-2.1,,0.2,,17.8,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,35.0,,58,
-114.01,51.12,2018-11-11,2018,11,11,,-0.6,,-7.8,,-4.2,,22.2,,0.0,,0.0,,1.4,,1.0,,1.0,,,,,M
-114.01,51.12,2018-11-12,2018,11,12,,8.6,,-8.5,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-114.01,51.12,2018-11-13,2018,11,13,,14.5,,0.1,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,,,27.0,,68,
-114.01,51.12,2018-11-14,2018,11,14,,11.1,,0.5,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,27.0,,58,
-114.01,51.12,2018-11-15,2018,11,15,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,28.0,,32,
-114.01,51.12,2018-11-16,2018,11,16,,2.4,,-14.1,,-5.9,,23.9,,0.0,,0.0,,3.2,,3.0,,1.0,,36.0,,89,
-114.01,51.12,2018-11-17,2018,11,17,,1.6,,-14.9,,-6.7,,24.7,,0.0,,0.0,,0.0,,0.0,,2.0,,,M,,M
-114.01,51.12,2018-11-18,2018,11,18,,5.5,,-4.3,,0.6,,17.4,,0.0,,3.6,,0.0,,3.6,,,,34.0,,46,
-114.01,51.12,2018-11-19,2018,11,19,,11.4,,-2.4,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-114.01,51.12,2018-11-20,2018,11,20,,13.6,,-1.3,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,27.0,,52,
-114.01,51.12,2018-11-21,2018,11,21,,9.2,,-2.0,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,0.0,T,,,,M
-114.01,51.12,2018-11-22,2018,11,22,,11.3,,-3.0,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,32,
-114.01,51.12,2018-11-23,2018,11,23,,0.9,,-4.7,,-1.9,,19.9,,0.0,,0.0,,13.2,,12.6,,0.0,,,M,,M
-114.01,51.12,2018-11-24,2018,11,24,,-2.5,,-10.3,,-6.4,,24.4,,0.0,,0.0,,4.2,,3.2,,15.0,,,M,,M
-114.01,51.12,2018-11-25,2018,11,25,,1.5,,-8.1,,-3.3,,21.3,,0.0,,0.0,,0.0,,0.0,,13.0,,,M,,M
-114.01,51.12,2018-11-26,2018,11,26,,5.8,,-9.3,,-1.8,,19.8,,0.0,,0.0,T,0.0,,0.0,T,10.0,,,M,,M
-114.01,51.12,2018-11-27,2018,11,27,,10.3,,1.3,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,9.0,,28.0,,50,
-114.01,51.12,2018-11-28,2018,11,28,,9.5,,-1.7,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,3.0,,29.0,,41,
-114.01,51.12,2018-11-29,2018,11,29,,6.3,,-6.3,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,3.0,,30.0,,35,
-114.01,51.12,2018-11-30,2018,11,30,,1.7,,-8.2,,-3.3,,21.3,,0.0,,0.0,,0.0,,0.0,,2.0,,,M,,M
-114.01,51.12,2018-12-01,2018,12,1,,-2.5,,-4.8,,-3.7,,21.7,,0.0,,0.0,,7.0,,5.8,,2.0,,,M,,M
-114.01,51.12,2018-12-02,2018,12,2,,-2.1,,-5.2,,-3.7,,21.7,,0.0,,0.0,,4.0,,4.0,,12.0,,35.0,,32,
-114.01,51.12,2018-12-03,2018,12,3,,,M,,M,,M,,M,,M,0.0,,0.3,,0.2,,11.0,,,M,,M
-114.01,51.12,2018-12-04,2018,12,4,,1.8,,-10.5,,-4.4,,22.4,,0.0,,0.0,,0.2,,0.2,,10.0,,1.0,,46,
-114.01,51.12,2018-12-05,2018,12,5,,-3.6,,-13.3,,-8.5,,26.5,,0.0,,0.0,,0.1,,0.2,,8.0,,34.0,,54,
-114.01,51.12,2018-12-06,2018,12,6,,-2.9,,-18.6,,-10.8,,28.8,,0.0,,0.0,,0.0,,0.0,,9.0,,,M,,M
-114.01,51.12,2018-12-07,2018,12,7,,1.6,,-16.4,,-7.4,,25.4,,0.0,,0.0,,0.0,,0.0,,9.0,,,M,,M
-114.01,51.12,2018-12-08,2018,12,8,,1.9,,-10.8,,-4.5,,22.5,,0.0,,0.0,,0.0,,0.0,,8.0,,,M,,M
-114.01,51.12,2018-12-09,2018,12,9,,5.7,,-7.8,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,8.0,,28.0,,54,
-114.01,51.12,2018-12-10,2018,12,10,,6.2,,1.6,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,7.0,,29.0,,58,
-114.01,51.12,2018-12-11,2018,12,11,,4.5,,-6.1,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,3.0,,27.0,,35,
-114.01,51.12,2018-12-12,2018,12,12,,4.2,,-4.2,,0.0,,18.0,,0.0,,0.0,T,0.0,,0.0,T,3.0,,28.0,,54,
-114.01,51.12,2018-12-13,2018,12,13,,6.5,,-6.4,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,9.0,,36.0,,32,
-114.01,51.12,2018-12-14,2018,12,14,,8.7,,-6.4,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,9.0,,19.0,,46,
-114.01,51.12,2018-12-15,2018,12,15,,7.8,,-6.8,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,8.0,,30.0,,55,
-114.01,51.12,2018-12-16,2018,12,16,,2.8,,-6.3,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,7.0,,,M,,M
-114.01,51.12,2018-12-17,2018,12,17,,9.1,,-6.2,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,7.0,,27.0,,50,
-114.01,51.12,2018-12-18,2018,12,18,,7.5,,-3.4,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,7.0,,29.0,,48,
-114.01,51.12,2018-12-19,2018,12,19,,7.0,,-2.7,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,3.0,,29.0,,54,
-114.01,51.12,2018-12-20,2018,12,20,,8.7,,-3.0,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,4.0,,22.0,,58,
-114.01,51.12,2018-12-21,2018,12,21,,5.4,,-3.0,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,4.0,,22.0,,63,
-114.01,51.12,2018-12-22,2018,12,22,,-2.6,,-7.9,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,4.0,,31.0,,33,
-114.01,51.12,2018-12-23,2018,12,23,,3.0,,-8.2,,-2.6,,20.6,,0.0,,0.0,,0.0,,0.0,,3.0,,27.0,,45,
-114.01,51.12,2018-12-24,2018,12,24,,-4.3,,-11.7,,-8.0,,26.0,,0.0,,0.0,,0.0,,0.0,,3.0,,,M,,M
-114.01,51.12,2018-12-25,2018,12,25,,-1.8,,-10.0,,-5.9,,23.9,,0.0,,0.0,,0.8,,0.6,,3.0,,,M,,M
-114.01,51.12,2018-12-26,2018,12,26,,-3.9,,-8.7,,-6.3,,24.3,,0.0,,0.0,,0.3,,0.5,,3.0,,,,,M
-114.01,51.12,2018-12-27,2018,12,27,,-4.6,,-10.0,,-7.3,,25.3,,0.0,,0.0,,1.0,,0.8,,4.0,,,M,,M
-114.01,51.12,2018-12-28,2018,12,28,,1.8,,-13.0,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,4.0,,29.0,,54,
-114.01,51.12,2018-12-29,2018,12,29,,9.1,,-3.9,,2.6,,15.4,,0.0,,0.0,T,0.0,,0.0,T,4.0,,36.0,,42,
-114.01,51.12,2018-12-30,2018,12,30,,4.0,,-13.7,,-4.9,,22.9,,0.0,,0.0,,1.3,,0.9,,4.0,,36.0,,67,
-114.01,51.12,2018-12-31,2018,12,31,,-8.0,,-14.7,,-11.4,,29.4,,0.0,,0.0,,0.0,T,0.0,T,4.0,,,M,,M
-114.01,51.12,2018-01-01,2018,1,1,,-1.3,,-30.2,,-15.8,,33.8,,0.0,,0.0,T,0.0,,0.0,T,18.0,,23.0,,30,
-114.01,51.12,2018-01-02,2018,1,2,,1.7,,-10.6,,-4.5,,22.5,,0.0,,0.0,,0.0,,0.0,,17.0,,,,<31,
-114.01,51.12,2018-01-03,2018,1,3,,5.5,,-10.4,,-2.5,,20.5,,0.0,,0.0,,0.0,,0.0,,16.0,,,,<31,
-114.01,51.12,2018-01-04,2018,1,4,,2.9,,-12.7,,-4.9,,22.9,,0.0,,0.0,,0.0,,0.0,,14.0,,,,<31,
-114.01,51.12,2018-01-05,2018,1,5,,9.2,,-11.8,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,10.0,,28.0,,50,
-114.01,51.12,2018-01-06,2018,1,6,,9.2,,-1.5,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,6.0,,28.0,,54,
-114.01,51.12,2018-01-07,2018,1,7,,4.8,,-6.8,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,6.0,,28.0,,41,
-114.01,51.12,2018-01-08,2018,1,8,,7.4,,-5.2,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,6.0,,32.0,,30,
-114.01,51.12,2018-01-09,2018,1,9,,-0.5,,-18.0,,-9.3,,27.3,,0.0,,0.0,,0.2,,0.2,,5.0,,35.0,,63,
-114.01,51.12,2018-01-10,2018,1,10,,-18.0,,-24.7,,-21.4,,39.4,,0.0,,0.0,,1.7,,1.6,,5.0,,34.0,,48,
-114.01,51.12,2018-01-11,2018,1,11,,-23.3,,-27.6,,-25.5,,43.5,,0.0,,0.0,,0.0,T,0.0,T,7.0,,,,<31,
-114.01,51.12,2018-01-12,2018,1,12,,-17.0,,-24.8,,-20.9,,38.9,,0.0,,0.0,,0.0,T,0.0,T,7.0,,,,<31,
-114.01,51.12,2018-01-13,2018,1,13,,4.1,,-17.0,,-6.5,,24.5,,0.0,,0.0,,0.0,,0.0,,7.0,,,,<31,
-114.01,51.12,2018-01-14,2018,1,14,,2.4,,-8.4,,-3.0,,21.0,,0.0,,0.0,,4.4,,2.8,,7.0,,10.0,,30,
-114.01,51.12,2018-01-15,2018,1,15,,-5.3,,-10.4,,-7.9,,25.9,,0.0,,0.0,,0.8,,0.8,,11.0,,17.0,,41,
-114.01,51.12,2018-01-16,2018,1,16,,9.6,,-10.7,,-0.6,,18.6,,0.0,,0.0,,0.0,,0.0,,11.0,,29.0,,69,
-114.01,51.12,2018-01-17,2018,1,17,,5.7,,-3.1,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,10.0,,28.0,,46,
-114.01,51.12,2018-01-18,2018,1,18,,8.4,,-4.0,,2.2,,15.8,,0.0,,0.0,,0.0,T,0.0,T,6.0,,29.0,,63,
-114.01,51.12,2018-01-19,2018,1,19,,4.5,,-7.9,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,6.0,,29.0,,41,
-114.01,51.12,2018-01-20,2018,1,20,,4.9,,-6.4,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,5.0,,28.0,,44,
-114.01,51.12,2018-01-21,2018,1,21,,3.8,,-7.6,,-1.9,,19.9,,0.0,,0.0,,0.0,,0.0,,5.0,,28.0,,30,
-114.01,51.12,2018-01-22,2018,1,22,,5.0,,-7.8,,-1.4,,19.4,,0.0,,0.0,,0.0,,0.0,,5.0,,27.0,,63,
-114.01,51.12,2018-01-23,2018,1,23,,2.5,,-11.1,,-4.3,,22.3,,0.0,,0.0,,0.0,,0.0,,3.0,,,,<31,
-114.01,51.12,2018-01-24,2018,1,24,,5.4,,-6.7,,-0.7,,18.7,,0.0,,0.0,,0.0,,0.0,,3.0,,,,<31,
-114.01,51.12,2018-01-25,2018,1,25,,-7.0,E,,M,,M,,M,,M,0.0,,0.0,,0.0,,3.0,,34.0,,44,
-114.01,51.12,2018-01-26,2018,1,26,,-8.3,,-14.0,,-11.2,,29.2,,0.0,,0.0,,0.0,,0.0,,3.0,,32.0,,33,
-114.01,51.12,2018-01-27,2018,1,27,,-13.9,,-18.1,,-16.0,,34.0,,0.0,,0.0,,2.0,,2.0,,3.0,,18.0,,39,
-114.01,51.12,2018-01-28,2018,1,28,,-14.8,,-19.1,,-17.0,,35.0,,0.0,,,M,0.3,,0.2,,5.0,,36.0,,41,
-114.01,51.12,2018-01-29,2018,1,29,,7.9,,-17.1,,-4.6,,22.6,,0.0,,0.0,,0.0,,0.0,,3.0,,27.0,,48,
-114.01,51.12,2018-01-30,2018,1,30,,7.0,,-5.5,,0.8,,17.2,,0.0,,0.0,,0.2,,0.2,,3.0,,34.0,,83,
-114.01,51.12,2018-01-31,2018,1,31,,-4.7,,-18.7,,-11.7,,29.7,,0.0,,,M,1.4,,0.7,,3.0,,3.0,,39,
-114.01,51.12,2018-02-01,2018,2,1,,-12.7,,-19.1,,-15.9,,33.9,,0.0,,0.0,,0.0,T,0.0,T,4.0,,,,<31,
-114.01,51.12,2018-02-02,2018,2,2,,-17.9,,-20.9,,-19.4,,37.4,,0.0,,,M,0.7,,0.4,,4.0,,,,<31,
-114.01,51.12,2018-02-03,2018,2,3,,-18.7,E,,M,,M,,M,,M,,M,7.4,,6.5,,4.0,,36.0,,48,
-114.01,51.12,2018-02-04,2018,2,4,,-8.2,,-24.5,,-16.4,,34.4,,0.0,,,M,4.4,,3.8,,10.0,,,,<31,
-114.01,51.12,2018-02-05,2018,2,5,,-11.7,,-20.6,,-16.2,,34.2,,0.0,,0.0,,0.0,T,0.0,,14.0,,35.0,,33,
-114.01,51.12,2018-02-06,2018,2,6,,-10.9,,-20.2,,-15.6,,33.6,,0.0,,0.0,,0.0,,0.0,,14.0,,35.0,,39,
-114.01,51.12,2018-02-07,2018,2,7,,-8.7,,-15.3,,-12.0,,30.0,,0.0,,0.0,,7.2,,6.2,,14.0,,,,<31,
-114.01,51.12,2018-02-08,2018,2,8,,-15.1,,-27.5,,-21.3,,39.3,,0.0,,0.0,,13.2,,11.4,,23.0,,,,<31,
-114.01,51.12,2018-02-09,2018,2,9,,-11.4,,-30.6,,-21.0,,39.0,,0.0,,0.0,,0.0,T,0.0,T,31.0,,,,<31,
-114.01,51.12,2018-02-10,2018,2,10,,-3.7,,-21.4,,-12.6,,30.6,,0.0,,0.0,,0.0,T,0.0,T,31.0,,31.0,,39,
-114.01,51.12,2018-02-11,2018,2,11,,-7.1,,-22.6,,-14.9,,32.9,,0.0,,,M,3.1,,2.6,,23.0,,3.0,,37,
-114.01,51.12,2018-02-12,2018,2,12,,2.9,,-29.2,,-13.2,,31.2,,0.0,,0.0,,0.0,,0.0,,24.0,,27.0,,50,
-114.01,51.12,2018-02-13,2018,2,13,,9.7,,1.9,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,20.0,,28.0,,63,
-114.01,51.12,2018-02-14,2018,2,14,,4.8,,-14.6,,-4.9,,22.9,,0.0,,0.0,,0.7,,0.7,,10.0,,36.0,,74,
-114.01,51.12,2018-02-15,2018,2,15,,-2.9,,-18.1,,-10.5,,28.5,,0.0,,0.0,,0.0,T,0.0,T,17.0,,27.0,,57,
-114.01,51.12,2018-02-16,2018,2,16,,-1.0,,-9.2,,-5.1,,23.1,,0.0,,0.0,,0.0,T,0.0,T,12.0,,27.0,,61,
-114.01,51.12,2018-02-17,2018,2,17,,-9.1,,-14.1,,-11.6,,29.6,,0.0,,,M,5.1,,5.0,,12.0,,,,<31,
-114.01,51.12,2018-02-18,2018,2,18,,-13.7,,-20.6,,-17.2,,35.2,,0.0,,,M,0.8,,0.6,,16.0,,33.0,,43,
-114.01,51.12,2018-02-19,2018,2,19,,-12.9,,-21.8,,-17.4,,35.4,,0.0,,0.0,,0.0,T,0.0,T,16.0,,,,<31,
-114.01,51.12,2018-02-20,2018,2,20,,-8.9,,-20.9,,-14.9,,32.9,,0.0,,0.0,,0.2,,0.2,,14.0,,33.0,,39,
-114.01,51.12,2018-02-21,2018,2,21,,-7.0,,-23.2,,-15.1,,33.1,,0.0,,0.0,,0.2,,0.2,,10.0,,,,<31,
-114.01,51.12,2018-02-22,2018,2,22,,-7.3,,-15.6,,-11.5,,29.5,,0.0,,,M,0.3,,0.2,,9.0,,,,<31,
-114.01,51.12,2018-02-23,2018,2,23,,1.1,,-21.3,,-10.1,,28.1,,0.0,,0.0,,0.0,,0.0,,8.0,,28.0,,69,
-114.01,51.12,2018-02-24,2018,2,24,,0.1,,-6.1,,-3.0,,21.0,,0.0,,0.0,,0.0,,0.0,,7.0,,28.0,,59,
-114.01,51.12,2018-02-25,2018,2,25,,2.0,,-10.6,,-4.3,,22.3,,0.0,,0.0,,0.0,,0.0,,5.0,,29.0,,54,
-114.01,51.12,2018-02-26,2018,2,26,,-0.3,,-14.0,,-7.2,,25.2,,0.0,,0.0,,0.0,,0.0,,4.0,,27.0,,30,
-114.01,51.12,2018-02-27,2018,2,27,,2.2,,-9.8,,-3.8,,21.8,,0.0,,0.0,,0.0,T,0.0,T,3.0,,28.0,,67,
-114.01,51.12,2018-02-28,2018,2,28,,1.9,,-12.0,,-5.1,,23.1,,0.0,,0.0,,0.0,,0.0,,3.0,,33.0,,39,
-114.01,51.12,2018-03-01,2018,3,1,,-5.1,,-12.9,,-9.0,,27.0,,0.0,,0.0,,0.8,,0.8,,3.0,,10.0,,32,
-114.01,51.12,2018-03-02,2018,3,2,,-7.4,,-10.5,,-9.0,,27.0,,0.0,,0.0,,13.0,,11.2,,6.0,,10.0,,35,
-114.01,51.12,2018-03-03,2018,3,3,,-9.5,,-12.5,,-11.0,,29.0,,0.0,,,M,4.5,,2.8,,19.0,,33.0,,41,
-114.01,51.12,2018-03-04,2018,3,4,,-9.6,,-19.7,,-14.7,,32.7,,0.0,,0.0,,0.0,,0.0,,20.0,,,,<31,
-114.01,51.12,2018-03-05,2018,3,5,,-8.5,,-23.4,,-16.0,,34.0,,0.0,,0.0,,0.0,,0.0,,20.0,,,,<31,
-114.01,51.12,2018-03-06,2018,3,6,,-5.8,,-21.4,,-13.6,,31.6,,0.0,,0.0,,0.0,,0.0,,16.0,,,,<31,
-114.01,51.12,2018-03-07,2018,3,7,,-5.6,,-18.4,,-12.0,,30.0,,0.0,,0.0,,0.0,,0.0,,16.0,,,,<31,
-114.01,51.12,2018-03-08,2018,3,8,,-7.4,,-17.7,,-12.6,,30.6,,0.0,,0.0,,0.0,,0.0,,15.0,,18.0,,33,
-114.01,51.12,2018-03-09,2018,3,9,,6.4,,-8.9,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,14.0,,0.0,,63,
-114.01,51.12,2018-03-10,2018,3,10,,4.0,,-14.1,,-5.1,,23.1,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2018-03-11,2018,3,11,,3.3,,-11.3,,-4.0,,22.0,,0.0,,0.0,,0.0,,0.0,,9.0,,,,<31,
-114.01,51.12,2018-03-12,2018,3,12,,6.3,,-11.4,,-2.6,,20.6,,0.0,,0.0,,0.0,,0.0,,9.0,,,,<31,
-114.01,51.12,2018-03-13,2018,3,13,,7.6,,-9.3,,-0.9,,18.9,,0.0,,0.0,,0.0,,0.0,,8.0,,,,<31,
-114.01,51.12,2018-03-14,2018,3,14,,3.1,,-8.9,,-2.9,,20.9,,0.0,,0.0,,0.0,,0.0,,8.0,,,,<31,
-114.01,51.12,2018-03-15,2018,3,15,,-2.0,,-6.4,,-4.2,,22.2,,0.0,,0.0,,6.8,,6.0,,6.0,,33.0,,43,
-114.01,51.12,2018-03-16,2018,3,16,,3.2,,-11.4,,-4.1,,22.1,,0.0,,0.0,,0.4,,0.4,,13.0,,,,<31,
-114.01,51.12,2018-03-17,2018,3,17,,1.4,,-3.6,,-1.1,,19.1,,0.0,,0.0,,1.4,,0.6,,12.0,,,,<31,
-114.01,51.12,2018-03-18,2018,3,18,,-0.1,,-3.7,,-1.9,,19.9,,0.0,,0.0,,6.2,,4.8,,13.0,,35.0,,37,
-114.01,51.12,2018-03-19,2018,3,19,,4.4,,-7.5,,-1.6,,19.6,,0.0,,0.0,,0.2,,0.2,,17.0,,,,<31,
-114.01,51.12,2018-03-20,2018,3,20,,8.2,,-6.2,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2018-03-21,2018,3,21,,4.4,,-3.6,,0.4,,17.6,,0.0,,0.0,,0.0,,0.0,,10.0,,,,<31,
-114.01,51.12,2018-03-22,2018,3,22,,-0.9,,-7.0,,-4.0,,22.0,,0.0,,0.0,,3.4,,2.8,,10.0,,,,<31,
-114.01,51.12,2018-03-23,2018,3,23,,6.5,,-7.8,,-0.7,,18.7,,0.0,,0.0,,0.0,T,0.0,T,12.0,,29.0,,46,
-114.01,51.12,2018-03-24,2018,3,24,,2.1,,-6.0,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,9.0,,22.0,,33,
-114.01,51.12,2018-03-25,2018,3,25,,4.8,,-9.0,,-2.1,,20.1,,0.0,,0.0,,0.0,,0.0,,8.0,,27.0,,43,
-114.01,51.12,2018-03-26,2018,3,26,,7.1,,-5.2,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,8.0,,27.0,,56,
-114.01,51.12,2018-03-27,2018,3,27,,10.2,,-1.0,,4.6,,13.4,,0.0,,0.0,,0.2,,0.2,,6.0,,29.0,,74,
-114.01,51.12,2018-03-28,2018,3,28,,2.7,,-2.7,,0.0,,18.0,,0.0,,1.3,,0.0,T,1.3,,4.0,,35.0,,33,
-114.01,51.12,2018-03-29,2018,3,29,,-1.6,,-8.4,,-5.0,,23.0,,0.0,,0.0,,0.2,,0.2,,0.0,T,14.0,,37,
-114.01,51.12,2018-03-30,2018,3,30,,-7.9,,-12.7,,-10.3,,28.3,,0.0,,0.0,,2.6,,1.8,,0.0,T,2.0,,44,
-114.01,51.12,2018-03-31,2018,3,31,,-10.0,,-19.3,,-14.7,,32.7,,0.0,,0.0,,2.2,,2.2,,4.0,,35.0,,33,
-114.01,51.12,2018-04-01,2018,4,1,,-7.0,,-14.8,,-10.9,,28.9,,0.0,,0.0,,0.0,T,0.0,T,4.0,,,,<31,
-114.01,51.12,2018-04-02,2018,4,2,,-5.1,,-11.4,,-8.3,,26.3,,0.0,,0.0,,0.0,,0.0,,4.0,,,,<31,
-114.01,51.12,2018-04-03,2018,4,3,,-3.8,,-15.1,,-9.5,,27.5,,0.0,,0.0,,0.0,,0.0,,4.0,,10.0,,33,
-114.01,51.12,2018-04-04,2018,4,4,,1.1,,-12.0,,-5.5,,23.5,,0.0,,0.0,,0.0,T,0.0,T,4.0,,36.0,,52,
-114.01,51.12,2018-04-05,2018,4,5,,-5.8,,-13.4,,-9.6,,27.6,,0.0,,0.0,,0.2,,0.2,,1.0,,35.0,,37,
-114.01,51.12,2018-04-06,2018,4,6,,-9.7,,-15.7,,-12.7,,30.7,,0.0,,0.0,,1.4,,0.8,,1.0,,15.0,,52,
-114.01,51.12,2018-04-07,2018,4,7,,-8.6,,-14.3,,-11.5,,29.5,,0.0,,0.0,,3.8,,3.4,,1.0,,15.0,,32,
-114.01,51.12,2018-04-08,2018,4,8,,-4.5,,-9.3,,-6.9,,24.9,,0.0,,,M,5.3,,4.2,,7.0,,,,<31,
-114.01,51.12,2018-04-09,2018,4,9,,6.2,,-5.1,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,7.0,,,,<31,
-114.01,51.12,2018-04-10,2018,4,10,,8.9,,-3.1,,2.9,,15.1,,0.0,,0.0,T,0.0,,0.0,T,7.0,,,,<31,
-114.01,51.12,2018-04-11,2018,4,11,,8.5,,-4.8,,1.9,,16.1,,0.0,,0.0,,0.0,,0.0,,3.0,,10.0,,30,
-114.01,51.12,2018-04-12,2018,4,12,,-1.7,,-3.8,,-2.8,,20.8,,0.0,,1.2,,4.4,,5.6,,0.0,T,12.0,,33,
-114.01,51.12,2018-04-13,2018,4,13,,7.5,,-3.6,,2.0,,16.0,,0.0,,0.0,,1.2,,0.4,,2.0,,18.0,,32,
-114.01,51.12,2018-04-14,2018,4,14,,10.4,,-2.6,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,0.0,T,30.0,,39,
-114.01,51.12,2018-04-15,2018,4,15,,8.6,,-1.8,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,0.0,T,4.0,,39,
-114.01,51.12,2018-04-16,2018,4,16,,1.4,,-1.4,,0.0,,18.0,,0.0,,0.0,,8.5,,8.3,,1.0,,34.0,,43,
-114.01,51.12,2018-04-17,2018,4,17,,4.4,,-4.0,,0.2,,17.8,,0.0,,0.0,,0.0,,0.0,,4.0,,5.0,,30,
-114.01,51.12,2018-04-18,2018,4,18,,8.7,,-3.7,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,0.0,T,9.0,,32,
-114.01,51.12,2018-04-19,2018,4,19,,10.1,,-4.2,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,15.0,,37,
-114.01,51.12,2018-04-20,2018,4,20,,13.4,,-1.0,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,16.0,,37,
-114.01,51.12,2018-04-21,2018,4,21,,14.7,,1.8,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,0.0,T,28.0,,70,
-114.01,51.12,2018-04-22,2018,4,22,,11.5,,1.5,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,T,30.0,,50,
-114.01,51.12,2018-04-23,2018,4,23,,13.6,,-1.1,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,,,17.0,,37,
-114.01,51.12,2018-04-24,2018,4,24,,20.4,,-0.9,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,23.0,,33,
-114.01,51.12,2018-04-25,2018,4,25,,15.1,,4.5,,9.8,,8.2,,0.0,,0.0,T,0.0,,0.0,T,,,35.0,,56,
-114.01,51.12,2018-04-26,2018,4,26,,21.3,,2.0,,11.7,,6.3,,0.0,,0.0,,0.0,,0.0,,,,9.0,,32,
-114.01,51.12,2018-04-27,2018,4,27,,22.8,,3.0,,12.9,,5.1,,0.0,,0.0,,0.0,,0.0,,,,15.0,,57,
-114.01,51.12,2018-04-28,2018,4,28,,26.0,,3.8,,14.9,,3.1,,0.0,,0.0,,0.0,,0.0,,,,31.0,,32,
-114.01,51.12,2018-04-29,2018,4,29,,18.4,,2.1,,10.3,,7.7,,0.0,,6.0,,0.0,,6.0,,,,34.0,,74,
-114.01,51.12,2018-04-30,2018,4,30,,14.6,,1.7,,8.2,,9.8,,0.0,,0.8,,0.0,,0.8,,,,20.0,,30,
-114.01,51.12,2018-05-01,2018,5,1,,13.2,,5.5,,9.4,,8.6,,0.0,,0.4,,0.0,,0.4,,,,1.0,,59,
